Date,Revenue,Order_Count,Unique_Customers,Line_Items,Avg_Order_Value,Revenue_7day_MA,Anomaly_Flag,Anomaly_Type,Rolling_Mean_30,Rolling_Std_30,Year,Month,Month_Name,DayOfWeek,WeekNumber
2010-09-13,38443.68,87,52,1969,441.88,24509.15,0,Normal,27207.08,7760.51,2010,9,Sep,Monday,37
2010-09-14,21261.08,63,56,1286,337.48,23434.21,0,Normal,26858.75,7785.86,2010,9,Sep,Tuesday,37
2010-09-15,34838.27,67,61,1387,519.97,24482.78,0,Normal,26826.02,7748.86,2010,9,Sep,Wednesday,37
2010-09-16,40432.69,68,51,1610,594.6,27739.47,0,Normal,27383.13,8110.19,2010,9,Sep,Thursday,37
2010-09-17,21501.73,52,41,1107,413.49,27125.57,0,Normal,27129.08,8172.93,2010,9,Sep,Friday,37
2010-09-19,23096.14,59,54,1979,391.46,27905.13,0,Normal,26652.16,7967.57,2010,9,Sep,Sunday,37
2010-09-20,43949.12,82,59,1816,535.96,31931.82,0,Normal,27371.91,8522.13,2010,9,Sep,Monday,38
2010-09-21,62951.83,103,76,2381,611.18,35432.98,1,High,28774.3,10620.35,2010,9,Sep,Tuesday,38
2010-09-22,30623.8,83,39,1470,368.96,36770.51,0,Normal,28781.9,10621.63,2010,9,Sep,Wednesday,38
2010-09-23,36287.77,86,72,1988,421.95,36977.58,0,Normal,28750.19,10596.9,2010,9,Sep,Thursday,38
2010-09-24,50511.18,67,45,1543,753.9,38417.37,0,Normal,29332.16,11297.56,2010,9,Sep,Friday,38
2010-09-26,21905.72,65,51,1451,337.01,38475.08,0,Normal,29210.65,11359.06,2010,9,Sep,Sunday,38
2010-09-27,118909.67,95,69,2265,1251.68,52162.73,1,High,32415.42,19859.94,2010,9,Sep,Monday,39
2010-09-28,46550.84,127,91,2737,366.54,52534.4,0,Normal,33237.07,19919.76,2010,9,Sep,Tuesday,39
2010-09-29,38789.98,99,83,1866,391.82,49082.71,0,Normal,33613.9,19914.12,2010,9,Sep,Wednesday,39
2010-09-30,51641.94,93,74,2107,555.29,52085.3,0,Normal,34278.13,20179.16,2010,9,Sep,Thursday,39
2010-10-01,38701.58,71,55,1699,545.09,52430.13,0,Normal,34389.4,20194.55,2010,10,Oct,Friday,39
2010-10-03,38809.35,77,64,2267,504.02,50758.44,0,Normal,35077.27,19973.39,2010,10,Oct,Sunday,39
2010-10-04,39399.48,84,72,2090,469.04,53257.55,0,Normal,35906.93,19603.1,2010,10,Oct,Monday,40
2010-10-05,84879.59,130,101,2655,652.92,48396.11,1,High,37537.43,21546.04,2010,10,Oct,Tuesday,40
2010-10-06,30927.6,63,58,1288,490.91,46164.22,0,Normal,37789.44,21418.43,2010,10,Oct,Wednesday,40
2010-10-07,54453.87,121,92,3561,450.03,48401.92,0,Normal,38387.84,21630.94,2010,10,Oct,Thursday,40
2010-10-08,60336.02,78,58,1983,773.54,49643.93,0,Normal,39157.1,21996.65,2010,10,Oct,Friday,40
2010-10-10,23197.98,68,59,1718,341.15,47429.13,0,Normal,39517.38,21628.54,2010,10,Oct,Sunday,40
2010-10-11,43509.87,91,78,2449,478.13,48100.63,0,Normal,40008.18,21543.51,2010,10,Oct,Monday,41
2010-10-12,50013.95,110,94,2426,454.67,49616.98,0,Normal,40758.7,21484.79,2010,10,Oct,Tuesday,41
2010-10-13,57949.72,86,74,2168,673.83,45769.86,0,Normal,42102.5,21248.11,2010,10,Oct,Wednesday,41
2010-10-14,87526.41,99,81,2009,884.11,53855.4,0,Normal,44160.08,22562.94,2010,10,Oct,Thursday,41
2010-10-15,54917.81,117,80,2291,469.38,53921.68,0,Normal,45402.7,22073.19,2010,10,Oct,Friday,41
2010-10-17,33361.71,71,62,2717,469.88,50068.21,0,Normal,45989.35,21484.28,2010,10,Oct,Sunday,41
2010-10-18,41548.22,104,90,2744,399.5,52689.67,0,Normal,46092.83,21454.14,2010,10,Oct,Monday,42
2010-10-19,50068.89,78,65,2254,641.91,53626.67,0,Normal,47053.09,20942.99,2010,10,Oct,Tuesday,42
2010-10-20,45915.42,108,89,2438,425.14,53041.17,0,Normal,47422.33,20817.48,2010,10,Oct,Wednesday,42
2010-10-21,39249.51,96,76,2136,408.85,50369.71,0,Normal,47382.89,20832.29,2010,10,Oct,Thursday,42
2010-10-22,41150.03,88,68,2120,467.61,43744.51,0,Normal,48037.83,20292.42,2010,10,Oct,Friday,42
2010-10-24,28877.25,83,74,2386,347.92,40024.43,0,Normal,48230.54,20073.67,2010,10,Oct,Sunday,42
2010-10-25,29496.94,73,63,1887,404.07,39472.32,0,Normal,47748.8,20351.46,2010,10,Oct,Monday,43
2010-10-26,46073.36,104,85,2493,443.01,40118.77,0,Normal,47186.18,20148.97,2010,10,Oct,Tuesday,43
2010-10-27,32986.1,72,66,1827,458.14,37678.37,0,Normal,47264.93,20086.53,2010,10,Oct,Wednesday,43
2010-10-28,34490.35,63,52,1576,547.47,36046.22,0,Normal,47205.01,20123.05,2010,10,Oct,Thursday,43
2010-10-29,47284.2,83,62,1933,569.69,37194.03,0,Normal,47097.45,20113.39,2010,10,Oct,Friday,43
2010-10-31,30358.7,83,79,2682,365.77,35652.41,0,Normal,47379.21,19805.16,2010,10,Oct,Sunday,43
2010-11-01,29629.93,62,47,2157,477.9,35759.94,0,Normal,44403.22,14748.26,2010,11,Nov,Monday,44
2010-11-02,45082.39,91,79,2224,495.41,37986.43,0,Normal,44354.27,14743.32,2010,11,Nov,Tuesday,44
2010-11-03,45438.9,87,75,2031,522.29,37895.8,0,Normal,44575.9,14706.72,2010,11,Nov,Wednesday,44
2010-11-04,90056.29,132,104,3625,682.24,46048.68,1,High,45856.38,16858.12,2010,11,Nov,Thursday,44
2010-11-05,46639.15,75,57,1919,621.86,47784.22,0,Normal,46120.97,16804.16,2010,11,Nov,Friday,44
2010-11-07,32024.41,82,75,2811,390.54,45604.25,0,Normal,45894.8,16950.97,2010,11,Nov,Sunday,44
2010-11-08,90952.91,82,67,2585,1109.18,54260.57,1,High,47613.25,18783.87,2010,11,Nov,Monday,45
2010-11-09,66381.06,121,99,2826,548.6,59510.73,0,Normal,46996.63,17796.0,2010,11,Nov,Tuesday,45
2010-11-10,80244.63,131,100,3599,612.55,64533.91,0,Normal,48640.53,18523.4,2010,11,Nov,Wednesday,45
2010-11-11,64240.98,129,99,3208,497.99,67219.92,0,Normal,48966.77,18714.51,2010,11,Nov,Thursday,45
2010-11-12,50851.12,111,81,3052,458.12,61619.18,0,Normal,48650.61,18595.56,2010,11,Nov,Friday,45
2010-11-14,29452.88,90,76,2908,327.25,59164.0,0,Normal,48859.1,18333.56,2010,11,Nov,Sunday,45
2010-11-15,105185.54,103,83,3725,1021.22,69615.59,1,High,50914.96,20980.05,2010,11,Nov,Monday,46
2010-11-16,73090.41,108,95,3282,676.76,67063.8,0,Normal,51684.17,21365.38,2010,11,Nov,Tuesday,46
2010-11-17,51724.56,119,97,2840,434.66,64970.02,0,Normal,51476.67,21332.63,2010,11,Nov,Wednesday,46
2010-11-18,45066.24,104,91,2877,433.33,59944.53,0,Normal,50061.33,20238.89,2010,11,Nov,Thursday,46
2010-11-19,48044.49,108,90,2509,444.86,57630.75,0,Normal,49832.22,20220.92,2010,11,Nov,Friday,46
2010-11-21,32448.6,96,89,3248,338.01,55001.82,0,Normal,49801.78,20247.23,2010,11,Nov,Sunday,46
2010-11-22,43278.66,93,80,3254,465.36,56976.93,0,Normal,49859.46,20225.36,2010,11,Nov,Monday,47
2010-11-23,58561.66,132,112,3581,443.65,50316.37,0,Normal,50142.56,20287.74,2010,11,Nov,Tuesday,47
2010-11-24,61907.52,133,104,3344,465.47,48718.82,0,Normal,50675.63,20382.71,2010,11,Nov,Wednesday,47
2010-11-25,72511.2,153,133,3476,473.93,51688.34,0,Normal,51784.35,20642.74,2010,11,Nov,Thursday,47
2010-11-26,40570.95,84,72,2590,482.99,51046.15,0,Normal,51765.05,20653.29,2010,11,Nov,Friday,47
2010-11-28,27594.86,91,83,2586,303.24,48124.78,0,Normal,51722.3,20703.56,2010,11,Nov,Sunday,47
2010-11-29,79264.06,107,89,3916,740.79,54812.7,0,Normal,53381.2,20854.59,2010,11,Nov,Monday,48
2010-11-30,60029.08,123,101,2291,488.04,57205.62,0,Normal,53846.39,20841.61,2010,11,Nov,Tuesday,48
2010-12-01,117921.58,127,95,6144,928.52,65685.61,1,High,56677.58,23508.48,2010,12,Dec,Wednesday,48
2010-12-02,95496.76,142,99,4126,672.51,70484.07,0,Normal,58711.12,24152.83,2010,12,Dec,Thursday,48
2010-12-03,93887.42,68,50,4310,1380.7,73537.82,0,Normal,60264.56,24880.28,2010,12,Dec,Friday,48
2010-12-05,63549.9,88,75,5416,722.16,76820.52,0,Normal,61370.94,24234.15,2010,12,Dec,Sunday,48
2010-12-06,109660.92,102,82,7632,1075.11,88544.25,0,Normal,64038.64,25012.04,2010,12,Dec,Monday,49
2010-12-07,199236.4,84,65,5724,2371.86,105683.15,1,High,69177.1,34873.88,2010,12,Dec,Tuesday,49
2010-12-08,90779.96,116,99,5130,782.59,110076.13,0,Normal,70688.47,34792.04,2010,12,Dec,Wednesday,49
2010-12-09,107172.36,107,90,5550,1001.61,108540.53,0,Normal,71259.01,35257.81,2010,12,Dec,Thursday,49
2010-12-10,59182.92,77,53,2681,768.61,103352.84,0,Normal,71677.13,35029.42,2010,12,Dec,Friday,49
2010-12-12,17329.07,44,42,1439,393.84,92415.93,0,Normal,71187.29,35699.37,2010,12,Dec,Sunday,49
2010-12-13,38006.71,70,59,2263,542.95,88766.91,0,Normal,69422.42,35996.04,2010,12,Dec,Monday,50
2010-12-14,45254.73,90,73,2005,502.83,79566.02,0,Normal,68718.21,36263.26,2010,12,Dec,Tuesday,50
2010-12-15,30444.62,74,66,1307,411.41,55452.91,0,Normal,67058.21,36852.47,2010,12,Dec,Wednesday,50
2010-12-16,49352.9,121,98,1750,407.88,49534.76,0,Normal,66561.94,36991.7,2010,12,Dec,Thursday,50
2010-12-17,45418.33,66,51,3105,688.16,40712.75,0,Normal,66380.84,37084.44,2010,12,Dec,Friday,50
2010-12-19,7534.91,23,17,518,327.6,33334.47,0,Normal,65650.24,38040.62,2010,12,Dec,Sunday,50
2010-12-20,26789.13,61,41,1671,439.17,34685.9,0,Normal,63037.03,37923.63,2010,12,Dec,Monday,51
2010-12-21,47304.09,55,23,1559,860.07,36014.1,0,Normal,62177.49,37980.1,2010,12,Dec,Tuesday,51
2010-12-22,6199.97,17,13,222,364.7,30434.85,0,Normal,60660.0,39298.72,2010,12,Dec,Wednesday,51
2010-12-23,12076.11,27,15,944,447.26,27810.78,0,Normal,59560.33,40201.32,2010,12,Dec,Thursday,51
2011-01-04,16026.08,36,34,1156,445.17,23049.8,0,Normal,58493.05,40935.9,2011,1,Jan,Tuesday,1
2011-01-05,32634.47,55,45,1666,593.35,21223.54,0,Normal,58499.24,40931.83,2011,1,Jan,Wednesday,1
2011-01-06,40382.85,50,45,1765,807.66,25916.1,0,Normal,58402.72,40972.36,2011,1,Jan,Thursday,1
2011-01-07,28836.59,53,45,1766,544.09,26208.59,0,Normal,57411.88,41326.27,2011,1,Jan,Friday,1
2011-01-09,15778.2,48,48,1098,328.71,21704.9,0,Normal,55874.24,42005.82,2011,1,Jan,Sunday,1
2011-01-10,24569.07,39,32,1951,629.98,24329.05,0,Normal,54276.17,42262.24,2011,1,Jan,Monday,2
2011-01-11,68655.59,58,47,1395,1183.72,32411.84,0,Normal,55212.32,42259.23,2011,1,Jan,Tuesday,2
2011-01-12,24693.78,45,42,1783,548.75,33650.08,0,Normal,55115.62,42327.87,2011,1,Jan,Wednesday,2
2011-01-13,20624.64,44,41,1433,468.74,31934.39,0,Normal,53160.97,42527.75,2011,1,Jan,Thursday,2
2011-01-14,47576.9,47,37,1493,1012.27,32962.11,0,Normal,52745.9,42519.17,2011,1,Jan,Friday,2
2011-01-16,7242.06,25,22,642,289.68,29877.18,0,Normal,49056.58,41457.46,2011,1,Jan,Sunday,2
2011-01-17,29333.02,51,45,2551,575.16,31813.58,0,Normal,46851.12,40653.85,2011,1,Jan,Monday,3
2011-01-18,95978.05,41,31,1428,2340.93,42014.86,0,Normal,46920.81,40738.96,2011,1,Jan,Tuesday,3
2011-01-19,25934.57,35,33,1407,740.99,35911.86,0,Normal,45666.97,40788.33,2011,1,Jan,Wednesday,3
2011-01-20,21246.99,39,30,1477,544.79,35419.46,0,Normal,42719.84,39166.97,2011,1,Jan,Thursday,3
2011-01-21,32640.3,39,32,1532,836.93,37135.98,0,Normal,37166.63,25708.26,2011,1,Jan,Friday,3
2011-01-23,10400.25,27,27,860,385.19,31825.03,0,Normal,34487.31,24064.0,2011,1,Jan,Sunday,3
2011-01-24,25733.79,53,43,1472,485.54,34466.71,0,Normal,31772.69,19796.93,2011,1,Jan,Monday,4
2011-01-25,29077.47,67,57,1600,433.99,34430.2,0,Normal,30769.17,19110.72,2011,1,Jan,Tuesday,4
2011-01-26,19922.29,56,49,1256,355.76,23565.09,0,Normal,30855.62,19053.61,2011,1,Jan,Wednesday,4
2011-01-27,23730.84,52,50,1493,456.36,23250.28,0,Normal,30379.75,19047.12,2011,1,Jan,Thursday,4
2011-01-28,20090.65,40,36,895,502.27,23085.08,0,Normal,29540.95,18923.15,2011,1,Jan,Friday,4
2011-01-30,6615.75,24,22,714,275.66,19367.29,0,Normal,28746.65,19378.54,2011,1,Jan,Sunday,4
2011-01-31,23640.36,62,50,1473,381.3,21258.74,0,Normal,27889.57,19000.66,2011,1,Jan,Monday,5
2011-02-01,29034.99,63,57,1527,460.87,21730.34,0,Normal,27343.46,18712.74,2011,2,Feb,Tuesday,5
2011-02-02,21216.2,63,55,1397,336.77,20607.3,0,Normal,27799.5,18377.05,2011,2,Feb,Wednesday,5
2011-02-03,23479.83,46,44,978,510.43,21115.52,0,Normal,27689.19,18393.25,2011,2,Feb,Thursday,5
2011-02-04,25162.19,52,41,1202,483.89,21320.0,0,Normal,26951.13,18019.47,2011,2,Feb,Friday,5
2011-02-06,3457.11,11,11,279,314.28,18943.78,0,Normal,26859.7,18134.97,2011,2,Feb,Sunday,5
2011-02-07,25955.01,42,35,1229,617.98,21706.53,0,Normal,27322.33,17920.6,2011,2,Feb,Monday,6
2011-02-08,20949.92,45,37,1198,465.55,21322.18,0,Normal,27486.46,17835.92,2011,2,Feb,Tuesday,6
2011-02-09,16692.58,29,22,877,575.61,19558.98,0,Normal,26955.06,17914.56,2011,2,Feb,Wednesday,6
2011-02-10,14896.46,41,39,721,363.33,18656.16,0,Normal,26105.52,17860.06,2011,2,Feb,Thursday,6
2011-02-11,22873.1,45,34,867,508.29,18569.48,0,Normal,25906.73,17861.8,2011,2,Feb,Friday,6
2011-02-13,5713.63,20,20,609,285.68,15791.12,0,Normal,25571.25,18150.77,2011,2,Feb,Sunday,6
2011-02-14,26703.51,42,36,1087,635.8,19112.03,0,Normal,25642.39,18150.89,2011,2,Feb,Monday,7
2011-02-15,39875.74,58,47,1314,687.51,21100.71,0,Normal,24683.07,16483.05,2011,2,Feb,Tuesday,7
2011-02-16,24949.1,63,56,1184,396.02,21672.02,0,Normal,24691.58,16483.12,2011,2,Feb,Wednesday,7
2011-02-17,26372.67,68,50,1714,387.83,23054.89,0,Normal,24883.18,16467.62,2011,2,Feb,Thursday,7
2011-02-18,16208.75,39,34,818,415.61,23242.36,0,Normal,23837.57,15965.19,2011,2,Feb,Friday,7
2011-02-20,9624.69,26,26,859,370.18,21349.73,0,Normal,23916.99,15885.52,2011,2,Feb,Sunday,7
2011-02-21,36388.75,38,31,1376,957.6,25731.89,0,Normal,24152.18,16020.13,2011,2,Feb,Monday,8
2011-02-22,32498.35,52,47,1568,624.97,26559.72,0,Normal,22036.19,8747.55,2011,2,Feb,Tuesday,8
2011-02-23,26891.6,63,49,1571,426.85,24704.84,0,Normal,22068.1,8763.99,2011,2,Feb,Wednesday,8
2011-02-24,22809.84,55,52,1270,414.72,24399.24,0,Normal,22120.19,8763.59,2011,2,Feb,Thursday,8
2011-02-25,20595.74,49,42,970,420.32,23573.96,0,Normal,21718.71,8538.0,2011,2,Feb,Friday,8
2011-02-27,9526.5,33,31,810,288.68,22619.35,0,Normal,21689.58,8579.34,2011,2,Feb,Sunday,8
2011-02-28,21755.63,57,49,1680,381.68,24352.34,0,Normal,21556.98,8545.35,2011,2,Feb,Monday,9
2011-03-01,26354.96,62,52,1354,425.08,22918.95,0,Normal,21466.22,8476.91,2011,3,Mar,Tuesday,9
2011-03-02,18690.79,43,40,891,434.67,20946.44,0,Normal,21425.17,8487.62,2011,3,Mar,Wednesday,9
2011-03-03,36404.0,49,46,1337,742.94,22305.35,0,Normal,21847.61,8911.14,2011,3,Mar,Thursday,9
2011-03-04,19506.8,49,38,1099,398.1,21833.49,0,Normal,21828.15,8915.75,2011,3,Mar,Friday,9
2011-03-06,10005.37,27,24,822,370.57,20320.58,0,Normal,21941.14,8735.98,2011,3,Mar,Sunday,9
2011-03-07,32356.55,68,49,1907,475.83,23582.01,0,Normal,22231.68,8937.07,2011,3,Mar,Monday,10
2011-03-08,25081.62,48,41,1583,522.53,24057.16,0,Normal,22099.9,8862.13,2011,3,Mar,Tuesday,10
2011-03-09,22038.84,53,47,1242,415.83,23440.57,0,Normal,22127.32,8860.57,2011,3,Mar,Wednesday,10
2011-03-10,26120.22,57,46,1080,458.25,24501.91,0,Normal,22215.33,8887.54,2011,3,Mar,Thursday,10
2011-03-11,25475.18,53,42,940,480.66,22940.65,0,Normal,22225.77,8891.31,2011,3,Mar,Friday,10
2011-03-13,4148.12,16,16,534,259.26,20746.56,1,Low,22248.8,8841.76,2011,3,Mar,Sunday,10
2011-03-14,26019.55,50,41,1091,520.39,23034.3,0,Normal,22250.95,8842.7,2011,3,Mar,Monday,11
2011-03-15,23493.49,52,40,1277,451.8,21768.15,0,Normal,22335.74,8841.99,2011,3,Mar,Tuesday,11
2011-03-16,21948.36,52,46,863,422.08,21320.54,0,Normal,22510.93,8778.16,2011,3,Mar,Wednesday,11
2011-03-17,39904.94,62,51,2017,643.63,23872.84,0,Normal,23344.55,9207.11,2011,3,Mar,Thursday,11
2011-03-18,28171.79,64,48,1309,440.18,24165.92,0,Normal,23521.17,9248.48,2011,3,Mar,Friday,11
2011-03-20,22153.49,60,56,1444,369.22,23691.39,0,Normal,24069.16,8622.84,2011,3,Mar,Sunday,11
2011-03-21,16715.52,53,47,1040,315.39,25486.73,0,Normal,23736.23,8710.0,2011,3,Mar,Monday,12
2011-03-22,31515.58,53,40,2346,594.63,26271.88,0,Normal,23457.56,8299.91,2011,3,Mar,Tuesday,12
2011-03-23,24091.67,63,55,1287,382.41,26357.34,0,Normal,23428.98,8296.07,2011,3,Mar,Wednesday,12
2011-03-24,36697.14,68,63,1544,539.66,28464.3,0,Normal,23773.13,8629.83,2011,3,Mar,Thursday,12
2011-03-25,31394.21,56,45,1340,560.61,27248.49,0,Normal,24279.31,8616.18,2011,3,Mar,Friday,12
2011-03-27,9241.35,32,31,715,288.79,24544.14,0,Normal,24266.53,8638.92,2011,3,Mar,Sunday,12
2011-03-28,23176.72,61,52,1633,379.95,24690.31,0,Normal,23826.13,8330.91,2011,3,Mar,Monday,13
2011-03-29,70711.92,62,46,1941,1140.51,32404.08,1,High,25099.92,11871.6,2011,3,Mar,Tuesday,13
2011-03-30,31885.28,75,63,1531,425.14,32456.9,0,Normal,25266.37,11932.44,2011,3,Mar,Wednesday,13
2011-03-31,34335.9,66,57,1636,520.24,33920.36,0,Normal,25650.57,12035.73,2011,3,Mar,Thursday,13
2011-04-01,25667.51,75,59,1222,342.23,32344.7,0,Normal,25819.63,11997.84,2011,4,Apr,Friday,13
2011-04-03,6943.15,20,18,725,347.16,28851.69,0,Normal,25733.52,12127.38,2011,4,Apr,Sunday,13
2011-04-04,33254.24,59,49,1656,563.63,32282.1,0,Normal,26116.81,12178.92,2011,4,Apr,Monday,14
2011-04-05,30144.77,52,45,1135,579.71,33277.54,0,Normal,26243.14,12201.11,2011,4,Apr,Tuesday,14
2011-04-06,17362.36,40,36,1070,434.06,25656.17,0,Normal,26198.85,12231.84,2011,4,Apr,Wednesday,14
2011-04-07,18512.89,64,57,1500,289.26,23745.83,0,Normal,25602.48,12153.02,2011,4,Apr,Thursday,14
2011-04-08,25295.64,71,63,1368,356.28,22454.37,0,Normal,25795.45,12098.73,2011,4,Apr,Friday,14
2011-04-10,9913.98,32,31,933,309.81,20203.86,0,Normal,25792.4,12102.85,2011,4,Apr,Sunday,14
2011-04-11,22353.27,64,54,1223,349.27,22405.31,0,Normal,25458.96,12053.47,2011,4,Apr,Monday,15
2011-04-12,25570.3,62,54,1111,412.42,21307.6,0,Normal,25475.25,12053.27,2011,4,Apr,Tuesday,15
2011-04-13,24484.42,60,54,1021,408.07,20498.98,0,Normal,25556.77,12037.49,2011,4,Apr,Wednesday,15
2011-04-14,36104.07,86,75,1547,419.81,23176.37,0,Normal,25889.56,12190.64,2011,4,Apr,Thursday,15
2011-04-15,28334.12,56,40,1480,505.97,24579.4,0,Normal,25984.86,12198.46,2011,4,Apr,Friday,15
2011-04-17,12725.5,42,39,966,302.99,22783.67,0,Normal,26270.77,11761.69,2011,4,Apr,Sunday,15
2011-04-18,56026.18,69,56,3131,811.97,29371.12,1,High,27270.99,12954.95,2011,4,Apr,Monday,16
2011-04-19,24338.7,59,52,1860,412.52,29654.76,0,Normal,27299.17,12947.37,2011,4,Apr,Tuesday,16
2011-04-20,28670.47,63,58,990,455.09,30097.64,0,Normal,27523.24,12909.69,2011,4,Apr,Wednesday,16
2011-04-21,32615.63,77,64,1894,423.58,31259.24,0,Normal,27280.26,12736.04,2011,4,Apr,Thursday,16
2011-04-26,31047.43,71,55,1865,437.29,30536.86,0,Normal,27376.11,12753.79,2011,4,Apr,Tuesday,17
2011-04-27,25942.44,65,56,1268,399.11,30195.19,0,Normal,27502.41,12719.0,2011,4,Apr,Wednesday,17
2011-04-28,22501.55,59,49,1131,381.38,31591.77,0,Normal,27695.28,12593.04,2011,4,Apr,Thursday,17
2011-05-01,6973.66,18,18,448,387.43,24584.27,0,Normal,26877.22,13122.33,2011,5,May,Sunday,17
2011-05-03,35229.41,66,50,1369,533.78,26140.08,0,Normal,27248.47,13198.14,2011,5,May,Tuesday,18
2011-05-04,27544.15,65,55,1143,423.76,25979.18,0,Normal,26943.37,13077.42,2011,5,May,Wednesday,18
2011-05-05,29174.29,89,76,1798,327.8,25487.56,0,Normal,26869.38,13057.63,2011,5,May,Thursday,18
2011-05-06,36126.35,82,64,2007,440.57,26213.12,0,Normal,27765.54,12724.4,2011,5,May,Friday,18
2011-05-08,18867.4,63,58,1500,299.48,25202.4,0,Normal,27621.9,12802.08,2011,5,May,Sunday,18
2011-05-09,27899.71,71,59,1750,392.95,25973.57,0,Normal,26194.83,9887.53,2011,5,May,Monday,19
2011-05-10,47819.98,96,63,2532,498.12,31808.76,0,Normal,26725.98,10605.69,2011,5,May,Tuesday,19
2011-05-11,33687.25,80,56,1662,421.09,31588.45,0,Normal,26704.36,10590.29,2011,5,May,Wednesday,19
2011-05-12,61903.09,86,68,1927,719.8,36496.87,1,High,27912.21,12382.66,2011,5,May,Thursday,19
2011-05-13,30749.95,73,52,1418,421.23,36721.96,0,Normal,28705.77,11738.59,2011,5,May,Friday,19
2011-05-15,9924.28,31,29,809,320.14,32978.81,0,Normal,27928.11,12190.94,2011,5,May,Sunday,19
2011-05-16,39651.28,68,52,1584,583.11,35947.93,0,Normal,28244.99,12372.74,2011,5,May,Monday,20
2011-05-17,55151.99,82,56,1801,672.59,39841.12,0,Normal,29504.65,13127.24,2011,5,May,Tuesday,20
2011-05-18,34483.44,73,62,1343,472.38,37935.9,0,Normal,30037.0,12989.23,2011,5,May,Wednesday,20
2011-05-19,35599.35,99,82,1888,359.59,38209.05,0,Normal,30380.45,12995.76,2011,5,May,Thursday,20
2011-05-20,26718.17,71,58,1104,376.31,33182.64,0,Normal,30940.59,12433.16,2011,5,May,Friday,20
2011-05-22,24231.09,61,57,1553,397.23,32251.37,0,Normal,31003.19,12393.1,2011,5,May,Sunday,20
2011-05-23,34685.6,68,55,1564,510.08,35788.7,0,Normal,31307.03,12367.02,2011,5,May,Monday,21
2011-05-24,37660.04,68,53,1698,553.82,35504.24,0,Normal,31746.22,12350.32,2011,5,May,Tuesday,21
2011-05-25,24408.12,65,52,1291,375.51,31112.26,0,Normal,31356.35,12392.54,2011,5,May,Wednesday,21
2011-05-26,33497.03,64,50,946,523.39,30971.34,0,Normal,31528.45,12384.97,2011,5,May,Thursday,21
2011-05-27,28442.03,64,49,1132,444.41,29948.87,0,Normal,32052.34,11884.47,2011,5,May,Friday,21
2011-05-29,7394.3,24,20,630,308.1,27188.32,0,Normal,30431.27,11818.19,2011,5,May,Sunday,21
2011-05-31,22714.06,54,48,1267,420.63,26971.6,0,Normal,30377.12,11850.75,2011,5,May,Tuesday,22
2011-06-01,20595.69,42,35,1418,490.37,24958.75,0,Normal,30107.96,11981.82,2011,6,Jun,Wednesday,22
2011-06-02,32826.14,52,33,1539,631.27,24268.2,0,Normal,30114.98,11983.4,2011,6,Jun,Thursday,22
2011-06-03,16913.25,44,37,847,384.39,23197.5,0,Normal,29643.84,12220.97,2011,6,Jun,Friday,22
2011-06-05,25639.54,67,62,1555,382.68,22075.0,0,Normal,29633.74,12224.26,2011,6,Jun,Sunday,22
2011-06-06,17789.07,57,54,1175,312.09,20553.15,0,Normal,29476.66,12348.71,2011,6,Jun,Monday,23
2011-06-07,37957.72,78,68,1891,486.64,24919.35,0,Normal,30509.46,11679.3,2011,6,Jun,Tuesday,23
2011-06-08,43264.33,99,71,2297,437.01,27855.11,0,Normal,30777.29,11881.64,2011,6,Jun,Wednesday,23
2011-06-09,46389.1,85,76,1816,545.75,31539.88,0,Normal,31405.45,12198.74,2011,6,Jun,Thursday,23
2011-06-10,62234.44,50,41,1018,1244.69,35741.06,1,High,32507.46,13422.17,2011,6,Jun,Friday,23
2011-06-12,12517.06,39,38,1068,320.95,35113.04,0,Normal,31720.48,13886.76,2011,6,Jun,Sunday,23
2011-06-13,22457.21,59,49,1404,380.63,34658.42,0,Normal,31840.14,13787.3,2011,6,Jun,Monday,24
2011-06-14,40474.01,57,42,1574,710.07,37899.12,0,Normal,32259.29,13854.35,2011,6,Jun,Tuesday,24
2011-06-15,49097.99,59,42,1671,832.17,39490.59,0,Normal,32301.89,13905.72,2011,6,Jun,Wednesday,24
2011-06-16,34584.68,83,74,1501,416.68,38250.64,0,Normal,32331.8,13909.76,2011,6,Jun,Thursday,24
2011-06-17,21076.17,52,35,939,405.31,34634.51,0,Normal,30970.9,12875.57,2011,6,Jun,Friday,24
2011-06-19,22442.18,60,57,1157,374.04,28949.9,0,Normal,30693.98,12969.49,2011,6,Jun,Sunday,24
2011-06-20,37514.98,74,49,1974,506.96,32521.03,0,Normal,31613.67,12412.16,2011,6,Jun,Monday,25
2011-06-21,24784.37,55,45,1452,450.62,32853.48,0,Normal,31118.1,12376.93,2011,6,Jun,Tuesday,25
2011-06-22,21825.99,60,55,1008,363.77,30189.48,0,Normal,30007.24,11617.7,2011,6,Jun,Wednesday,25
2011-06-23,25242.82,72,64,1947,350.59,26781.6,0,Normal,29699.22,11617.42,2011,6,Jun,Thursday,25
2011-06-24,19521.96,51,40,1024,382.78,24629.78,0,Normal,29163.3,11706.35,2011,6,Jun,Friday,25
2011-06-26,7082.49,26,24,667,272.4,22630.68,0,Normal,28508.78,12377.47,2011,6,Jun,Sunday,25
2011-06-27,17015.76,45,31,1155,378.13,21855.48,0,Normal,28268.27,12532.59,2011,6,Jun,Monday,26
