YearMonth,Year,Month,Month_Name,Row_Type,Category,Sub-Category,Region,Segment,Sales,Profit,Quantity,Discount,Profit_Margin_Pct,Sales_Prior_Month,Sales_MoM_Variance,Sales_MoM_Variance_Pct,Sales_Prior_Year,Sales_YoY_Variance,Sales_YoY_Variance_Pct,Sales_Forecast,Forecast_vs_Actual_Delta,Variance_Direction
2027-01-01,2027,1,Jan,Forecast,Office Supplies,Art,Central,Corporate,,,,,,,,,,,,54.52,,Flat
2027-02-01,2027,2,Feb,Forecast,Office Supplies,Art,Central,Corporate,,,,,,,,,,,,63.59,,Flat
2027-03-01,2027,3,Mar,Forecast,Office Supplies,Art,Central,Corporate,,,,,,,,,,,,46.82,,Flat
2023-01-01,2023,1,Jan,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,,,,,,,,,Flat
2023-02-01,2023,2,Feb,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-03-01,2023,3,Mar,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-04-01,2023,4,Apr,Actual,Office Supplies,Art,Central,Home Office,6.24,0.55,3.0,0.2,8.75,0.0,6.24,,,,,0.0,6.24,Positive
2023-05-01,2023,5,May,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,6.24,-6.24,-100.0,,,,2.08,-2.08,Negative
2023-06-01,2023,6,Jun,Actual,Office Supplies,Art,Central,Home Office,70.37,6.16,2.0,0.2,8.75,0.0,70.37,,,,,2.08,68.29,Positive
2023-07-01,2023,7,Jul,Actual,Office Supplies,Art,Central,Home Office,22.29,3.9,7.0,0.2,17.5,70.37,-48.08,-68.33,,,,25.54,-3.25,Negative
2023-08-01,2023,8,Aug,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,22.29,-22.29,-100.0,,,,30.89,-30.89,Negative
2023-09-01,2023,9,Sep,Actual,Office Supplies,Art,Central,Home Office,21.86,3.55,3.0,0.2,16.25,0.0,21.86,,,,,30.89,-9.02,Positive
2023-10-01,2023,10,Oct,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,21.86,-21.86,-100.0,,,,14.72,-14.72,Negative
2023-11-01,2023,11,Nov,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,7.29,-7.29,Flat
2023-12-01,2023,12,Dec,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,7.29,-7.29,Flat
2024-01-01,2024,1,Jan,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2024-02-01,2024,2,Feb,Actual,Office Supplies,Art,Central,Home Office,79.36,20.63,4.0,0.0,26.0,0.0,79.36,,0.0,79.36,,0.0,79.36,Positive
2024-03-01,2024,3,Mar,Actual,Office Supplies,Art,Central,Home Office,10.16,2.64,1.0,0.0,26.0,79.36,-69.2,-87.2,0.0,10.16,,26.45,-16.29,Negative
2024-04-01,2024,4,Apr,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,10.16,-10.16,-100.0,6.24,-6.24,-100.0,29.84,-29.84,Negative
2024-05-01,2024,5,May,Actual,Office Supplies,Art,Central,Home Office,58.02,11.75,5.0,0.1,20.25,0.0,58.02,,0.0,58.02,,29.84,28.18,Positive
2024-06-01,2024,6,Jun,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,58.02,-58.02,-100.0,70.37,-70.37,-100.0,22.73,-22.73,Negative
2024-07-01,2024,7,Jul,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,22.29,-22.29,-100.0,19.34,-19.34,Flat
2024-08-01,2024,8,Aug,Actual,Office Supplies,Art,Central,Home Office,29.79,12.51,3.0,0.0,42.0,0.0,29.79,,0.0,29.79,,19.34,10.45,Positive
2024-09-01,2024,9,Sep,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,29.79,-29.79,-100.0,21.86,-21.86,-100.0,9.93,-9.93,Negative
2024-10-01,2024,10,Oct,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,9.93,-9.93,Flat
2024-11-01,2024,11,Nov,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,9.93,-9.93,Flat
2024-12-01,2024,12,Dec,Actual,Office Supplies,Art,Central,Home Office,80.66,20.21,8.0,0.0667,25.06,0.0,80.66,,0.0,80.66,,0.0,80.66,Positive
2025-01-01,2025,1,Jan,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,80.66,-80.66,-100.0,0.0,0.0,,26.89,-26.89,Negative
2025-02-01,2025,2,Feb,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,79.36,-79.36,-100.0,26.89,-26.89,Flat
2025-03-01,2025,3,Mar,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,10.16,-10.16,-100.0,26.89,-26.89,Flat
2025-04-01,2025,4,Apr,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Flat
2025-05-01,2025,5,May,Actual,Office Supplies,Art,Central,Home Office,20.26,5.41,7.0,0.0,26.73,0.0,20.26,,58.02,-37.76,-65.08,0.0,20.26,Positive
2025-06-01,2025,6,Jun,Actual,Office Supplies,Art,Central,Home Office,11.26,3.94,8.0,0.2,35.0,20.26,-9.0,-44.4,0.0,11.26,,6.75,4.51,Negative
2025-07-01,2025,7,Jul,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,11.26,-11.26,-100.0,0.0,0.0,,10.51,-10.51,Negative
2025-08-01,2025,8,Aug,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,0.0,0.0,,29.79,-29.79,-100.0,10.51,-10.51,Flat
2025-09-01,2025,9,Sep,Actual,Office Supplies,Art,Central,Home Office,148.82,37.61,10.0,0.0,25.27,0.0,148.82,,0.0,148.82,,3.75,145.07,Positive
2025-10-01,2025,10,Oct,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,148.82,-148.82,-100.0,0.0,0.0,,49.61,-49.61,Negative
2025-11-01,2025,11,Nov,Actual,Office Supplies,Art,Central,Home Office,46.05,17.3,4.0,0.1,37.58,0.0,46.05,,0.0,46.05,,49.61,-3.56,Positive
2025-12-01,2025,12,Dec,Actual,Office Supplies,Art,Central,Home Office,17.44,3.92,7.0,0.1,22.5,46.05,-28.61,-62.14,80.66,-63.23,-78.38,64.96,-47.52,Negative
2026-01-01,2026,1,Jan,Actual,Office Supplies,Art,Central,Home Office,0.0,0.0,0.0,0.0,,17.44,-17.44,-100.0,0.0,0.0,,21.16,-21.16,Negative
2026-02-01,2026,2,Feb,Actual,Office Supplies,Art,Central,Home Office,182.0,54.53,8.0,0.1,29.96,0.0,182.0,,0.0,182.0,,21.16,160.84,Positive
2026-03-01,2026,3,Mar,Actual,Office Supplies,Art,Central,Home Office,49.22,4.05,9.0,0.2,8.23,182.0,-132.78,-72.96,0.0,49.22,,66.48,-17.26,Negative
2026-04-01,2026,4,Apr,Actual,Office Supplies,Art,Central,Home Office,16.52,2.06,5.0,0.2,12.5,49.22,-32.7,-66.43,0.0,16.52,,77.07,-60.55,Negative
2026-05-01,2026,5,May,Actual,Office Supplies,Art,Central,Home Office,11.66,1.23,5.0,0.2,10.56,16.52,-4.86,-29.44,20.26,-8.6,-42.47,82.58,-70.92,Negative
2026-06-01,2026,6,Jun,Actual,Office Supplies,Art,Central,Home Office,15.92,5.41,4.0,0.0,34.0,11.66,4.26,36.58,11.26,4.66,41.34,25.8,-9.88,Positive
2026-07-01,2026,7,Jul,Actual,Office Supplies,Art,Central,Home Office,2.91,0.91,2.0,0.2,31.25,15.92,-13.01,-81.71,0.0,2.91,,14.7,-11.79,Negative
2026-08-01,2026,8,Aug,Actual,Office Supplies,Art,Central,Home Office,8.02,1.0,3.0,0.2,12.5,2.91,5.1,175.27,0.0,8.02,,10.16,-2.15,Positive
2026-09-01,2026,9,Sep,Actual,Office Supplies,Art,Central,Home Office,40.3,7.02,4.0,0.2,17.42,8.02,32.28,402.69,148.82,-108.52,-72.92,8.95,31.35,Positive
2026-10-01,2026,10,Oct,Actual,Office Supplies,Art,Central,Home Office,48.74,14.82,9.0,0.1333,30.4,40.3,8.45,20.96,0.0,48.74,,17.07,31.67,Positive
2026-11-01,2026,11,Nov,Actual,Office Supplies,Art,Central,Home Office,13.9,3.61,5.0,0.0,26.0,48.74,-34.84,-71.48,46.05,-32.15,-69.81,32.35,-18.45,Negative
2026-12-01,2026,12,Dec,Actual,Office Supplies,Art,Central,Home Office,2.48,0.87,1.0,0.0,35.0,13.9,-11.42,-82.16,17.44,-14.96,-85.78,34.31,-31.83,Negative
2027-01-01,2027,1,Jan,Forecast,Office Supplies,Art,Central,Home Office,,,,,,,,,,,,21.71,,Flat
2027-02-01,2027,2,Feb,Forecast,Office Supplies,Art,Central,Home Office,,,,,,,,,,,,12.7,,Flat
2027-03-01,2027,3,Mar,Forecast,Office Supplies,Art,Central,Home Office,,,,,,,,,,,,12.29,,Flat
2023-01-01,2023,1,Jan,Actual,Office Supplies,Art,East,Consumer,19.54,4.88,3.0,0.2,25.0,,,,,,,,,Flat
2023-02-01,2023,2,Feb,Actual,Office Supplies,Art,East,Consumer,19.46,3.4,4.0,0.2,17.5,19.54,-0.08,-0.41,,,,19.54,-0.08,Negative
2023-03-01,2023,3,Mar,Actual,Office Supplies,Art,East,Consumer,122.63,39.12,13.0,0.1,31.9,19.46,103.17,530.27,,,,19.5,103.13,Positive
2023-04-01,2023,4,Apr,Actual,Office Supplies,Art,East,Consumer,0.0,0.0,0.0,0.0,,122.63,-122.63,-100.0,,,,53.87,-53.87,Negative
2023-05-01,2023,5,May,Actual,Office Supplies,Art,East,Consumer,60.77,12.69,20.0,0.1,20.89,0.0,60.77,,,,,47.36,13.41,Positive
2023-06-01,2023,6,Jun,Actual,Office Supplies,Art,East,Consumer,112.88,29.33,23.0,0.0333,25.98,60.77,52.11,85.76,,,,61.13,51.75,Positive
2023-07-01,2023,7,Jul,Actual,Office Supplies,Art,East,Consumer,53.12,8.52,5.0,0.0667,16.04,112.88,-59.76,-52.94,,,,57.88,-4.76,Negative
2023-08-01,2023,8,Aug,Actual,Office Supplies,Art,East,Consumer,50.38,13.64,4.0,0.1,27.08,53.12,-2.74,-5.17,,,,75.59,-25.21,Negative
2023-09-01,2023,9,Sep,Actual,Office Supplies,Art,East,Consumer,107.33,34.31,18.0,0.0,31.96,50.38,56.95,113.04,,,,72.13,35.2,Positive
2023-10-01,2023,10,Oct,Actual,Office Supplies,Art,East,Consumer,105.23,22.91,7.0,0.1,21.77,107.33,-2.1,-1.95,,,,70.28,34.96,Negative
2023-11-01,2023,11,Nov,Actual,Office Supplies,Art,East,Consumer,2.62,0.43,1.0,0.2,16.25,105.23,-102.61,-97.51,,,,87.65,-85.02,Negative
2023-12-01,2023,12,Dec,Actual,Office Supplies,Art,East,Consumer,2.62,0.3,1.0,0.2,11.25,2.62,0.0,0.0,,,,71.73,-69.11,Flat
2024-01-01,2024,1,Jan,Actual,Office Supplies,Art,East,Consumer,0.0,0.0,0.0,0.0,,2.62,-2.62,-100.0,19.54,-19.54,-100.0,36.83,-36.83,Negative
2024-02-01,2024,2,Feb,Actual,Office Supplies,Art,East,Consumer,306.82,77.22,12.0,0.0667,25.17,0.0,306.82,,19.46,287.37,1477.0,1.75,305.07,Positive
2024-03-01,2024,3,Mar,Actual,Office Supplies,Art,East,Consumer,0.0,0.0,0.0,0.0,,306.82,-306.82,-100.0,122.63,-122.63,-100.0,103.15,-103.15,Negative
2024-04-01,2024,4,Apr,Actual,Office Supplies,Art,East,Consumer,33.45,11.65,6.0,0.0,34.84,0.0,33.45,,0.0,33.45,,102.27,-68.82,Positive
2024-05-01,2024,5,May,Actual,Office Supplies,Art,East,Consumer,147.68,4.6,10.0,0.2667,3.11,33.45,114.23,341.51,60.77,86.92,143.03,113.42,34.26,Positive
2024-06-01,2024,6,Jun,Actual,Office Supplies,Art,East,Consumer,0.0,0.0,0.0,0.0,,147.68,-147.68,-100.0,112.88,-112.88,-100.0,60.38,-60.38,Negative
2024-07-01,2024,7,Jul,Actual,Office Supplies,Art,East,Consumer,90.48,33.37,9.0,0.1,36.88,0.0,90.48,,53.12,37.36,70.32,60.38,30.1,Positive
2024-08-01,2024,8,Aug,Actual,Office Supplies,Art,East,Consumer,153.07,24.81,14.0,0.1333,16.21,90.48,62.59,69.17,50.38,102.69,203.83,79.39,73.68,Positive
2024-09-01,2024,9,Sep,Actual,Office Supplies,Art,East,Consumer,141.22,22.52,18.0,0.1,15.94,153.07,-11.84,-7.74,107.33,33.89,31.58,81.18,60.04,Negative
2024-10-01,2024,10,Oct,Actual,Office Supplies,Art,East,Consumer,2.78,0.72,2.0,0.0,26.0,141.22,-138.44,-98.03,105.23,-102.45,-97.36,128.26,-125.48,Negative
2024-11-01,2024,11,Nov,Actual,Office Supplies,Art,East,Consumer,72.5,26.02,15.0,0.0,35.89,2.78,69.72,2507.91,2.62,69.88,2662.96,99.02,-26.52,Positive
2024-12-01,2024,12,Dec,Actual,Office Supplies,Art,East,Consumer,72.76,9.61,13.0,0.1333,13.2,72.5,0.26,0.36,2.62,70.14,2673.02,72.17,0.6,Positive
2025-01-01,2025,1,Jan,Actual,Office Supplies,Art,East,Consumer,0.0,0.0,0.0,0.0,,72.76,-72.76,-100.0,0.0,0.0,,49.35,-49.35,Negative
2025-02-01,2025,2,Feb,Actual,Office Supplies,Art,East,Consumer,119.08,10.41,10.0,0.1,8.74,0.0,119.08,,306.82,-187.74,-61.19,48.42,70.66,Positive
2025-03-01,2025,3,Mar,Actual,Office Supplies,Art,East,Consumer,58.34,11.95,4.0,0.1,20.48,119.08,-60.75,-51.01,0.0,58.34,,63.95,-5.61,Negative
2025-04-01,2025,4,Apr,Actual,Office Supplies,Art,East,Consumer,598.17,161.48,42.0,0.0,27.0,58.34,539.83,925.39,33.45,564.72,1688.25,59.14,539.03,Positive
2025-05-01,2025,5,May,Actual,Office Supplies,Art,East,Consumer,85.84,13.03,6.0,0.1,15.18,598.17,-512.33,-85.65,147.68,-61.84,-41.88,258.53,-172.69,Negative
2025-06-01,2025,6,Jun,Actual,Office Supplies,Art,East,Consumer,83.3,26.53,9.0,0.0667,31.85,85.84,-2.54,-2.95,0.0,83.3,,247.45,-164.14,Negative
2025-07-01,2025,7,Jul,Actual,Office Supplies,Art,East,Consumer,4.16,0.36,2.0,0.2,8.75,83.3,-79.14,-95.01,90.48,-86.32,-95.4,255.77,-251.61,Negative
2025-08-01,2025,8,Aug,Actual,Office Supplies,Art,East,Consumer,78.0,27.62,11.0,0.0,35.41,4.16,73.84,1775.0,153.07,-75.07,-49.04,57.77,20.23,Positive
2025-09-01,2025,9,Sep,Actual,Office Supplies,Art,East,Consumer,93.9,21.47,9.0,0.15,22.86,78.0,15.9,20.38,141.22,-47.33,-33.51,55.15,38.74,Positive
2025-10-01,2025,10,Oct,Actual,Office Supplies,Art,East,Consumer,19.57,5.93,6.0,0.1,30.31,93.9,-74.32,-79.16,2.78,16.79,604.03,58.69,-39.11,Negative
2025-11-01,2025,11,Nov,Actual,Office Supplies,Art,East,Consumer,58.3,15.85,4.0,0.0,27.19,19.57,38.73,197.87,72.5,-14.2,-19.59,63.82,-5.52,Positive
2025-12-01,2025,12,Dec,Actual,Office Supplies,Art,East,Consumer,0.0,0.0,0.0,0.0,,58.3,-58.3,-100.0,72.76,-72.76,-100.0,57.26,-57.26,Negative
2026-01-01,2026,1,Jan,Actual,Office Supplies,Art,East,Consumer,22.3,3.25,7.0,0.1333,14.57,0.0,22.3,,0.0,22.3,,25.96,-3.65,Positive
2026-02-01,2026,2,Feb,Actual,Office Supplies,Art,East,Consumer,10.71,2.78,3.0,0.0,26.0,22.3,-11.59,-51.98,119.08,-108.37,-91.01,26.87,-16.16,Negative
2026-03-01,2026,3,Mar,Actual,Office Supplies,Art,East,Consumer,140.61,48.34,17.0,0.0667,34.38,10.71,129.9,1212.92,58.34,82.28,141.04,11.0,129.61,Positive
2026-04-01,2026,4,Apr,Actual,Office Supplies,Art,East,Consumer,104.45,23.89,6.0,0.2,22.88,140.61,-36.17,-25.72,598.17,-493.72,-82.54,57.88,46.57,Negative
2026-05-01,2026,5,May,Actual,Office Supplies,Art,East,Consumer,43.92,12.74,3.0,0.0,29.0,104.45,-60.53,-57.95,85.84,-41.92,-48.84,85.26,-41.34,Negative
2026-06-01,2026,6,Jun,Actual,Office Supplies,Art,East,Consumer,93.31,19.06,10.0,0.1333,20.43,43.92,49.39,112.45,83.3,10.0,12.01,96.33,-3.02,Positive
2026-07-01,2026,7,Jul,Actual,Office Supplies,Art,East,Consumer,219.36,82.33,27.0,0.0333,37.53,93.31,126.05,135.09,4.16,215.2,5173.08,80.56,138.8,Positive
2026-08-01,2026,8,Aug,Actual,Office Supplies,Art,East,Consumer,166.05,44.83,17.0,0.05,27.0,219.36,-53.31,-24.3,78.0,88.05,112.89,118.86,47.19,Negative
2026-09-01,2026,9,Sep,Actual,Office Supplies,Art,East,Consumer,137.57,31.84,22.0,0.1,23.14,166.05,-28.48,-17.15,93.9,43.68,46.52,159.57,-22.0,Negative
2026-10-01,2026,10,Oct,Actual,Office Supplies,Art,East,Consumer,0.0,0.0,0.0,0.0,,137.57,-137.57,-100.0,19.57,-19.57,-100.0,174.33,-174.33,Negative
2026-11-01,2026,11,Nov,Actual,Office Supplies,Art,East,Consumer,299.22,88.2,24.0,0.0,29.48,0.0,299.22,,58.3,240.92,413.24,101.21,198.01,Positive
2026-12-01,2026,12,Dec,Actual,Office Supplies,Art,East,Consumer,55.27,22.49,12.0,0.0667,40.69,299.22,-243.95,-81.53,0.0,55.27,,145.6,-90.33,Negative
2027-01-01,2027,1,Jan,Forecast,Office Supplies,Art,East,Consumer,,,,,,,,,,,,118.16,,Flat
2027-02-01,2027,2,Feb,Forecast,Office Supplies,Art,East,Consumer,,,,,,,,,,,,157.55,,Flat
2027-03-01,2027,3,Mar,Forecast,Office Supplies,Art,East,Consumer,,,,,,,,,,,,110.33,,Flat
2023-01-01,2023,1,Jan,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,,,,,,,,,Flat
2023-02-01,2023,2,Feb,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,Flat
2023-03-01,2023,3,Mar,Actual,Office Supplies,Art,East,Corporate,10.5,2.94,5.0,0.0,28.0,0.0,10.5,,,,,0.0,10.5,Positive
2023-04-01,2023,4,Apr,Actual,Office Supplies,Art,East,Corporate,23.2,2.61,6.0,0.1,11.26,10.5,12.7,120.91,,,,3.5,19.7,Positive
2023-05-01,2023,5,May,Actual,Office Supplies,Art,East,Corporate,38.52,11.94,9.0,0.0,31.0,23.2,15.32,66.06,,,,11.23,27.29,Positive
2023-06-01,2023,6,Jun,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,38.52,-38.52,-100.0,,,,24.07,-24.07,Negative
2023-07-01,2023,7,Jul,Actual,Office Supplies,Art,East,Corporate,17.94,4.49,3.0,0.0,25.0,0.0,17.94,,,,,20.57,-2.63,Positive
2023-08-01,2023,8,Aug,Actual,Office Supplies,Art,East,Corporate,20.52,9.03,9.0,0.0,44.0,17.94,2.58,14.38,,,,18.82,1.7,Positive
2023-09-01,2023,9,Sep,Actual,Office Supplies,Art,East,Corporate,19.1,5.2,5.0,0.1,27.21,20.52,-1.42,-6.9,,,,12.82,6.28,Negative
2023-10-01,2023,10,Oct,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,19.1,-19.1,-100.0,,,,19.19,-19.19,Negative
2023-11-01,2023,11,Nov,Actual,Office Supplies,Art,East,Corporate,57.75,26.56,5.0,0.0,46.0,0.0,57.75,,,,,13.21,44.54,Positive
2023-12-01,2023,12,Dec,Actual,Office Supplies,Art,East,Corporate,123.62,12.22,14.0,0.2,9.88,57.75,65.87,114.05,,,,25.62,98.0,Positive
2024-01-01,2024,1,Jan,Actual,Office Supplies,Art,East,Corporate,93.09,23.7,12.0,0.04,25.45,123.62,-30.53,-24.7,0.0,93.09,,60.46,32.63,Negative
2024-02-01,2024,2,Feb,Actual,Office Supplies,Art,East,Corporate,16.03,2.2,6.0,0.2,13.75,93.09,-77.06,-82.78,0.0,16.03,,91.48,-75.45,Negative
2024-03-01,2024,3,Mar,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,16.03,-16.03,-100.0,10.5,-10.5,-100.0,77.58,-77.58,Negative
2024-04-01,2024,4,Apr,Actual,Office Supplies,Art,East,Corporate,7.87,1.28,3.0,0.2,16.25,0.0,7.87,,23.2,-15.32,-66.06,36.37,-28.5,Positive
2024-05-01,2024,5,May,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,7.87,-7.87,-100.0,38.52,-38.52,-100.0,7.97,-7.97,Negative
2024-06-01,2024,6,Jun,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.62,-2.62,Flat
2024-07-01,2024,7,Jul,Actual,Office Supplies,Art,East,Corporate,16.88,4.5,6.0,0.0,26.68,0.0,16.88,,17.94,-1.06,-5.91,2.62,14.26,Positive
2024-08-01,2024,8,Aug,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,16.88,-16.88,-100.0,20.52,-20.52,-100.0,5.63,-5.63,Negative
2024-09-01,2024,9,Sep,Actual,Office Supplies,Art,East,Corporate,6.85,0.6,2.0,0.2,8.75,0.0,6.85,,19.1,-12.26,-64.15,5.63,1.22,Positive
2024-10-01,2024,10,Oct,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,6.85,-6.85,-100.0,0.0,0.0,,7.91,-7.91,Negative
2024-11-01,2024,11,Nov,Actual,Office Supplies,Art,East,Corporate,191.01,55.37,13.0,0.0,28.99,0.0,191.01,,57.75,133.26,230.75,2.28,188.73,Positive
2024-12-01,2024,12,Dec,Actual,Office Supplies,Art,East,Corporate,46.83,12.08,18.0,0.1333,25.8,191.01,-144.18,-75.48,123.62,-76.78,-62.11,65.95,-19.12,Negative
2025-01-01,2025,1,Jan,Actual,Office Supplies,Art,East,Corporate,28.6,7.62,12.0,0.05,26.64,46.83,-18.23,-38.93,93.09,-64.49,-69.27,79.28,-50.68,Negative
2025-02-01,2025,2,Feb,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,28.6,-28.6,-100.0,16.03,-16.03,-100.0,88.81,-88.81,Negative
2025-03-01,2025,3,Mar,Actual,Office Supplies,Art,East,Corporate,59.52,17.86,3.0,0.0,30.0,0.0,59.52,,0.0,59.52,,25.14,34.38,Positive
2025-04-01,2025,4,Apr,Actual,Office Supplies,Art,East,Corporate,6.99,2.03,3.0,0.0,29.0,59.52,-52.53,-88.26,7.87,-0.88,-11.2,29.37,-22.38,Negative
2025-05-01,2025,5,May,Actual,Office Supplies,Art,East,Corporate,1.5,0.17,1.0,0.2,11.25,6.99,-5.49,-78.48,0.0,1.5,,22.17,-20.67,Negative
2025-06-01,2025,6,Jun,Actual,Office Supplies,Art,East,Corporate,24.54,9.47,8.0,0.0,38.58,1.5,23.04,1531.65,0.0,24.54,,22.67,1.87,Positive
2025-07-01,2025,7,Jul,Actual,Office Supplies,Art,East,Corporate,60.52,11.86,9.0,0.1,19.61,24.54,35.98,146.6,16.88,43.64,258.51,11.01,49.5,Positive
2025-08-01,2025,8,Aug,Actual,Office Supplies,Art,East,Corporate,56.11,18.3,14.0,0.0667,32.61,60.52,-4.4,-7.28,0.0,56.11,,28.85,27.26,Negative
2025-09-01,2025,9,Sep,Actual,Office Supplies,Art,East,Corporate,4.91,0.31,2.0,0.2,6.25,56.11,-51.2,-91.25,6.85,-1.94,-28.27,47.06,-42.14,Negative
2025-10-01,2025,10,Oct,Actual,Office Supplies,Art,East,Corporate,149.65,44.68,10.0,0.0,29.85,4.91,144.74,2946.62,0.0,149.65,,40.51,109.14,Positive
2025-11-01,2025,11,Nov,Actual,Office Supplies,Art,East,Corporate,254.51,72.0,11.0,0.0,28.29,149.65,104.86,70.07,191.01,63.5,33.24,70.22,184.29,Positive
2025-12-01,2025,12,Dec,Actual,Office Supplies,Art,East,Corporate,47.7,9.93,21.0,0.1,20.81,254.51,-206.81,-81.26,46.83,0.87,1.86,136.36,-88.65,Negative
2026-01-01,2026,1,Jan,Actual,Office Supplies,Art,East,Corporate,6.68,2.0,2.0,0.0,29.94,47.7,-41.02,-86.0,28.6,-21.92,-76.64,150.62,-143.94,Negative
2026-02-01,2026,2,Feb,Actual,Office Supplies,Art,East,Corporate,0.0,0.0,0.0,0.0,,6.68,-6.68,-100.0,0.0,0.0,,102.96,-102.96,Negative
2026-03-01,2026,3,Mar,Actual,Office Supplies,Art,East,Corporate,68.46,17.89,6.0,0.0,26.13,0.0,68.46,,59.52,8.94,15.02,18.13,50.33,Positive
2026-04-01,2026,4,Apr,Actual,Office Supplies,Art,East,Corporate,6.85,0.77,2.0,0.2,11.25,68.46,-61.61,-90.0,6.99,-0.14,-2.03,25.05,-18.2,Negative
2026-05-01,2026,5,May,Actual,Office Supplies,Art,East,Corporate,73.63,22.22,15.0,0.0,30.17,6.85,66.78,975.2,1.5,72.13,4795.61,25.1,48.53,Positive
2026-06-01,2026,6,Jun,Actual,Office Supplies,Art,East,Corporate,8.4,4.2,5.0,0.0,50.0,73.63,-65.23,-88.59,24.54,-16.14,-65.77,49.65,-41.25,Negative
2026-07-01,2026,7,Jul,Actual,Office Supplies,Art,East,Corporate,203.86,54.16,12.0,0.0,26.57,8.4,195.46,2326.9,60.52,143.34,236.87,29.63,174.23,Positive
2026-08-01,2026,8,Aug,Actual,Office Supplies,Art,East,Corporate,246.83,65.33,15.0,0.0667,26.47,203.86,42.97,21.08,56.11,190.72,339.88,95.3,151.53,Positive
2026-09-01,2026,9,Sep,Actual,Office Supplies,Art,East,Corporate,50.35,15.34,9.0,0.04,30.47,246.83,-196.48,-79.6,4.91,45.44,925.08,153.03,-102.68,Negative
2026-10-01,2026,10,Oct,Actual,Office Supplies,Art,East,Corporate,123.26,9.24,7.0,0.2,7.5,50.35,72.9,144.79,149.65,-26.39,-17.64,167.01,-43.76,Positive
2026-11-01,2026,11,Nov,Actual,Office Supplies,Art,East,Corporate,131.9,15.17,12.0,0.1333,11.5,123.26,8.64,7.01,254.51,-122.61,-48.18,140.15,-8.25,Positive
2026-12-01,2026,12,Dec,Actual,Office Supplies,Art,East,Corporate,84.16,13.76,31.0,0.2,16.34,131.9,-47.74,-36.19,47.7,36.46,76.42,101.83,-17.67,Negative
2027-01-01,2027,1,Jan,Forecast,Office Supplies,Art,East,Corporate,,,,,,,,,,,,113.1,,Flat
2027-02-01,2027,2,Feb,Forecast,Office Supplies,Art,East,Corporate,,,,,,,,,,,,109.72,,Flat
2027-03-01,2027,3,Mar,Forecast,Office Supplies,Art,East,Corporate,,,,,,,,,,,,102.33,,Flat
2023-01-01,2023,1,Jan,Actual,Office Supplies,Art,East,Home Office,0.0,0.0,0.0,0.0,,,,,,,,,,Flat
